roll_no,name,course,semester,attendance_pct,avg_marks,lms_engagement_score,risk_score
CS30538,Student 28539,Computer Science,6,70.1,76.9,36.0,34.0
CS30539,Student 28540,Civil,6,58.4,53.2,3.4,54.7
CS30540,Student 28541,Mechanical,3,57.4,24.3,18.3,63.7
CS30541,Student 28542,Mechanical,4,69.7,24.4,47.2,52.9
CS30542,Student 28543,Electrical,5,63.2,59.5,49.5,41.0
CS30543,Student 28544,Computer Science,3,37.3,99.4,82.4,28.8
CS30544,Student 28545,Mechanical,3,98.6,83.3,22.2,22.8
CS30545,Student 28546,Civil,5,75.1,36.9,74.6,40.3
CS30546,Student 28547,Computer Science,3,80.1,51.8,30.5,41.1
CS30547,Student 28548,Mechanical,3,44.2,27.2,15.6,68.3
CS30548,Student 28549,Electrical,5,53.9,26.1,33.1,61.4
CS30549,Student 28550,Civil,4,34.3,20.5,9.1,76.3
CS30550,Student 28551,Electrical,3,90.9,78.3,65.4,19.2
CS30551,Student 28552,Mechanical,4,37.6,34.1,47.0,61.9
CS30552,Student 28553,Mechanical,3,37.1,29.3,97.6,53.9
CS30553,Student 28554,Computer Science,4,68.1,89.4,96.2,17.8
CS30554,Student 28555,Mechanical,6,68.9,53.3,95.4,32.0
CS30555,Student 28556,Mechanical,3,44.2,72.6,5.9,52.1
CS30556,Student 28557,Computer Science,4,62.6,43.4,64.3,44.7
CS30557,Student 28558,Electrical,3,91.7,60.8,91.7,20.7
CS30558,Student 28559,Electrical,4,33.4,73.7,11.4,54.9
CS30559,Student 28560,Civil,3,50.3,42.4,66.1,49.7
CS30560,Student 28561,Mechanical,6,38.3,48.5,3.3,64.6
CS30561,Student 28562,Computer Science,6,40.7,73.6,67.2,40.8
CS30562,Student 28563,Mechanical,4,31.7,80.4,38.3,47.5
CS30563,Student 28564,Electrical,4,30.3,25.3,52.6,67.2
CS30564,Student 28565,Mechanical,6,33.1,38.9,97.4,51.7
CS30565,Student 28566,Electrical,6,62.6,54.3,96.2,34.0
CS30566,Student 28567,Computer Science,4,93.8,53.2,0.2,41.2
CS30567,Student 28568,Mechanical,6,79.5,66.3,66.3,28.4
CS30568,Student 28569,Mechanical,4,69.0,83.4,76.7,23.7
CS30569,Student 28570,Civil,4,98.4,22.6,53.1,41.0
CS30570,Student 28571,Civil,3,41.5,46.2,28.4,59.2
CS30571,Student 28572,Electrical,5,87.9,71.0,65.4,23.4
CS30572,Student 28573,Civil,6,58.7,53.9,90.4,36.9
CS30573,Student 28574,Electrical,6,70.6,69.3,69.7,30.1
CS30574,Student 28575,Mechanical,5,99.3,37.4,20.0,41.3
CS30575,Student 28576,Civil,5,89.9,68.0,58.5,25.1
CS30576,Student 28577,Mechanical,5,40.5,57.9,82.7,44.1
CS30577,Student 28578,Mechanical,5,59.6,82.0,70.3,29.3
CS30578,Student 28579,Civil,5,62.8,69.7,66.5,33.7
CS30579,Student 28580,Civil,5,82.2,99.7,78.9,11.5
CS30580,Student 28581,Civil,5,50.6,87.9,64.9,31.6
CS30581,Student 28582,Electrical,4,92.3,71.4,84.5,17.6
CS30582,Student 28583,Computer Science,5,54.3,30.4,64.5,53.2
CS30583,Student 28584,Computer Science,6,74.8,61.7,12.4,42.9
CS30584,Student 28585,Mechanical,4,66.6,29.7,47.6,52.0
CS30585,Student 28586,Electrical,6,33.6,86.2,56.1,40.9
CS30586,Student 28587,Computer Science,5,89.5,59.7,18.9,36.5
CS30587,Student 28588,Mechanical,4,65.9,98.2,49.2,24.5
CS30588,Student 28589,Electrical,5,91.6,31.4,56.9,39.4
CS30589,Student 28590,Civil,5,72.5,91.9,58.3,22.6
CS30590,Student 28591,Civil,3,92.6,82.1,0.4,30.0
CS30591,Student 28592,Mechanical,5,42.5,48.0,13.7,61.1
CS30592,Student 28593,Civil,4,91.3,32.7,82.9,33.8
CS30593,Student 28594,Civil,5,41.7,95.2,35.5,38.1
CS30594,Student 28595,Electrical,3,90.1,49.3,10.0,42.2
CS30595,Student 28596,Computer Science,6,53.3,37.4,80.9,47.5
CS30596,Student 28597,Civil,3,45.8,98.3,60.2,30.3
CS30597,Student 28598,Computer Science,3,91.7,91.1,86.2,9.6
CS30598,Student 28599,Electrical,6,68.6,55.9,54.7,39.3
CS30599,Student 28600,Civil,3,43.1,89.4,2.5,46.5
CS30600,Student 28601,Computer Science,4,86.5,69.0,73.9,23.0
CS30601,Student 28602,Electrical,6,74.0,53.7,55.8,37.8
CS30602,Student 28603,Mechanical,5,84.4,49.9,45.1,37.3
CS30603,Student 28604,Electrical,6,59.4,47.9,5.9,55.9
CS30604,Student 28605,Computer Science,5,82.3,95.4,81.3,12.7
CS30605,Student 28606,Civil,4,52.2,78.0,74.0,33.1
CS30606,Student 28607,Civil,5,72.0,99.6,52.9,20.8
CS30607,Student 28608,Civil,5,53.4,20.6,37.5,62.9
CS30608,Student 28609,Civil,6,76.8,23.4,18.2,56.3
CS30609,Student 28610,Mechanical,5,39.8,39.8,79.6,52.2
CS30610,Student 28611,Mechanical,6,84.5,64.6,75.4,25.3
CS30611,Student 28612,Computer Science,5,58.6,23.0,57.6,55.8
CS30612,Student 28613,Electrical,5,71.3,64.3,26.6,40.4
CS30613,Student 28614,Mechanical,3,74.8,71.0,45.3,32.6
CS30614,Student 28615,Mechanical,3,88.0,96.3,15.4,23.2
CS30615,Student 28616,Electrical,6,37.2,92.4,1.4,47.9
CS30616,Student 28617,Electrical,6,44.1,68.7,44.1,46.1
CS30617,Student 28618,Computer Science,5,60.2,50.5,16.3,52.5
CS30618,Student 28619,Mechanical,5,92.1,53.2,25.6,36.8
CS30619,Student 28620,Civil,3,99.9,25.4,1.8,49.5
CS30620,Student 28621,Civil,6,60.7,32.3,59.3,50.9
CS30621,Student 28622,Mechanical,6,59.1,63.3,6.0,49.8
CS30622,Student 28623,Computer Science,3,35.4,23.5,70.9,62.3
CS30623,Student 28624,Electrical,4,86.8,92.3,40.5,20.3
CS30624,Student 28625,Computer Science,5,33.4,28.0,78.7,59.7
CS30625,Student 28626,Civil,5,31.0,76.9,62.4,44.4
CS30626,Student 28627,Mechanical,3,76.7,94.8,18.4,27.7
CS30627,Student 28628,Electrical,6,30.1,95.1,17.2,46.5
CS30628,Student 28629,Civil,4,79.7,57.5,96.8,25.8
CS30629,Student 28630,Civil,4,41.4,94.3,22.1,41.3
CS30630,Student 28631,Computer Science,5,41.7,59.6,51.0,49.3
CS30631,Student 28632,Civil,5,62.5,74.0,10.2,43.4
CS30632,Student 28633,Electrical,6,66.8,37.1,66.0,45.2
CS30633,Student 28634,Electrical,6,54.4,25.3,8.8,66.4
CS30634,Student 28635,Civil,6,79.8,56.9,82.4,28.8
CS30635,Student 28636,Mechanical,3,45.9,80.5,53.6,38.7
CS30636,Student 28637,Computer Science,4,31.6,71.1,70.5,44.8
CS30637,Student 28638,Electrical,5,80.9,53.3,61.3,34.1
CS30638,Student 28639,Electrical,3,32.3,36.2,23.0,68.0
CS30639,Student 28640,Computer Science,3,48.4,45.4,12.6,60.0
CS30640,Student 28641,Mechanical,3,90.7,81.8,2.4,30.5
CS30641,Student 28642,Computer Science,5,83.2,76.2,39.9,28.3
CS30642,Student 28643,Civil,3,83.4,53.2,89.9,27.4
CS30643,Student 28644,Mechanical,3,62.0,58.0,0.1,52.0
CS30644,Student 28645,Mechanical,3,91.6,68.7,19.0,32.1
CS30645,Student 28646,Electrical,3,30.3,52.4,27.5,61.4
CS30646,Student 28647,Computer Science,6,45.7,85.8,33.7,40.7
CS30647,Student 28648,Civil,3,40.8,90.5,58.0,35.9
CS30648,Student 28649,Computer Science,6,33.8,66.9,95.1,40.7
CS30649,Student 28650,Electrical,6,53.8,53.5,54.5,46.2
CS30650,Student 28651,Electrical,5,80.6,25.1,55.8,46.6
CS30651,Student 28652,Mechanical,6,86.9,43.2,29.3,42.1
CS30652,Student 28653,Electrical,4,96.2,97.2,1.3,22.4
CS30653,Student 28654,Computer Science,6,63.6,54.5,63.6,40.0
CS30654,Student 28655,Civil,4,75.8,41.6,16.9,49.7
CS30655,Student 28656,Electrical,5,48.8,40.4,42.8,55.8
CS30656,Student 28657,Mechanical,5,80.2,79.8,2.7,35.5
CS30657,Student 28658,Civil,4,98.4,87.9,30.5,19.4
CS30658,Student 28659,Electrical,5,37.4,70.4,77.3,41.4
CS30659,Student 28660,Computer Science,6,30.3,40.2,59.0,60.0
CS30660,Student 28661,Civil,5,73.9,49.2,61.5,38.5
CS30661,Student 28662,Electrical,3,73.0,41.1,0.7,54.2
CS30662,Student 28663,Computer Science,5,64.3,74.0,22.1,40.3
CS30663,Student 28664,Mechanical,6,82.6,33.0,89.9,35.8
CS30664,Student 28665,Civil,6,58.9,22.7,58.8,55.6
CS30665,Student 28666,Mechanical,5,50.2,32.8,7.2,65.4
CS30666,Student 28667,Civil,4,67.7,56.5,79.9,34.3
CS30667,Student 28668,Mechanical,3,64.1,43.6,75.7,41.8
CS30668,Student 28669,Mechanical,6,52.2,93.3,85.1,24.8
CS30669,Student 28670,Electrical,5,39.6,48.2,54.0,54.1
CS30670,Student 28671,Computer Science,3,96.2,20.7,49.0,43.4
CS30671,Student 28672,Computer Science,4,56.1,69.5,75.2,34.7
CS30672,Student 28673,Civil,4,68.7,34.3,84.9,41.8
CS30673,Student 28674,Civil,3,40.4,87.0,98.0,29.4
CS30674,Student 28675,Mechanical,3,99.1,73.6,1.3,30.7
CS30675,Student 28676,Mechanical,6,61.8,55.3,45.4,44.1
CS30676,Student 28677,Electrical,5,33.2,23.7,84.2,60.4
CS30677,Student 28678,Computer Science,4,68.4,86.4,8.3,36.4
CS30678,Student 28679,Civil,4,43.0,65.5,56.6,45.3
CS30679,Student 28680,Electrical,4,49.6,84.9,43.0,37.6
CS30680,Student 28681,Mechanical,6,57.9,28.4,12.6,63.0
CS30681,Student 28682,Mechanical,3,53.8,83.9,58.9,33.1
CS30682,Student 28683,Mechanical,3,86.3,97.6,31.0,20.2
CS30683,Student 28684,Civil,5,39.9,98.9,0.4,44.4
CS30684,Student 28685,Electrical,4,96.9,45.7,40.2,34.9
CS30685,Student 28686,Computer Science,5,80.9,21.0,0.1,59.2
CS30686,Student 28687,Mechanical,5,80.6,78.6,83.4,19.6
CS30687,Student 28688,Civil,4,88.3,74.2,30.9,28.8
CS30688,Student 28689,Mechanical,4,44.8,73.6,32.9,46.1
CS30689,Student 28690,Electrical,6,38.6,30.0,31.1,66.3
CS30690,Student 28691,Mechanical,5,83.5,37.6,47.5,42.1
CS30691,Student 28692,Civil,3,55.5,22.3,54.4,58.0
CS30692,Student 28693,Computer Science,3,54.4,99.1,3.1,38.0
CS30693,Student 28694,Civil,3,83.9,90.0,71.4,16.2
CS30694,Student 28695,Civil,5,35.7,55.4,27.6,58.0
CS30695,Student 28696,Civil,6,36.1,48.4,61.5,53.9
CS30696,Student 28697,Mechanical,5,34.1,69.8,68.0,44.8
CS30697,Student 28698,Mechanical,6,36.0,37.4,17.7,67.1
CS30698,Student 28699,Mechanical,4,62.4,30.9,78.5,47.0
CS30699,Student 28700,Computer Science,5,78.3,29.5,46.9,47.5
CS30700,Student 28701,Electrical,3,75.8,36.2,4.8,54.2
CS30701,Student 28702,Civil,5,83.6,86.6,22.5,27.4
CS30702,Student 28703,Electrical,6,68.3,81.2,98.3,20.5
CS30703,Student 28704,Electrical,4,90.0,70.1,13.8,33.2
CS30704,Student 28705,Electrical,5,60.4,52.1,19.8,51.0
CS30705,Student 28706,Electrical,6,46.3,84.6,96.1,28.4
CS30706,Student 28707,Electrical,5,49.7,72.2,70.5,37.1
CS30707,Student 28708,Civil,6,39.8,67.4,7.1,55.7
CS30708,Student 28709,Electrical,4,49.5,48.9,10.7,58.5
CS30709,Student 28710,Mechanical,6,87.9,93.8,32.8,20.8
CS30710,Student 28711,Electrical,3,71.6,77.9,9.5,38.3
CS30711,Student 28712,Computer Science,6,93.1,80.4,82.4,14.1
CS30712,Student 28713,Civil,6,37.3,22.2,85.9,59.0
CS30713,Student 28714,Computer Science,3,74.8,89.3,53.5,23.7
CS30714,Student 28715,Mechanical,6,35.9,72.7,46.8,47.2
CS30715,Student 28716,Civil,3,66.1,55.5,63.5,38.7
CS30716,Student 28717,Civil,4,47.4,39.7,46.0,56.0
CS30717,Student 28718,Electrical,5,74.0,78.9,77.2,23.4
CS30718,Student 28719,Civil,6,78.1,85.4,76.6,19.3
CS30719,Student 28720,Civil,3,33.3,44.4,83.3,52.3
CS30720,Student 28721,Civil,5,86.6,53.5,6.5,42.7
CS30721,Student 28722,Mechanical,4,72.3,62.4,43.8,37.4
CS30722,Student 28723,Mechanical,5,74.8,54.3,94.3,29.5
CS30723,Student 28724,Mechanical,6,32.4,22.0,72.0,63.8
CS30724,Student 28725,Computer Science,4,72.0,47.0,64.1,39.6
CS30725,Student 28726,Computer Science,6,91.8,87.7,1.5,27.9
CS30726,Student 28727,Computer Science,6,89.9,56.1,61.8,29.2
CS30727,Student 28728,Electrical,3,52.2,32.3,94.1,47.4
CS30728,Student 28729,Civil,5,91.7,31.1,98.3,31.2
CS30729,Student 28730,Computer Science,6,34.8,66.2,13.0,57.0
CS30730,Student 28731,Civil,4,60.1,24.9,16.2,62.8
CS30731,Student 28732,Electrical,3,92.9,73.6,24.6,28.5
CS30732,Student 28733,Mechanical,5,90.4,57.6,67.1,27.4
CS30733,Student 28734,Civil,4,72.7,72.4,19.0,38.2
CS30734,Student 28735,Electrical,4,54.6,24.2,79.0,52.7
CS30735,Student 28736,Mechanical,3,51.5,83.6,13.2,43.3
CS30736,Student 28737,Mechanical,6,30.3,71.3,99.9,39.4
CS30737,Student 28738,Electrical,5,75.2,82.8,22.9,32.2
CS30738,Student 28739,Computer Science,4,44.2,43.8,64.8,51.8
CS30739,Student 28740,Electrical,3,37.8,34.9,74.1,56.1
CS30740,Student 28741,Electrical,3,49.4,76.1,67.7,36.3
CS30741,Student 28742,Civil,6,85.3,25.4,95.7,36.6
CS30742,Student 28743,Civil,3,86.1,56.1,39.4,35.2
CS30743,Student 28744,Computer Science,6,71.9,32.1,12.2,56.0
CS30744,Student 28745,Mechanical,3,67.0,81.7,28.1,34.9
CS30745,Student 28746,Civil,4,53.3,72.0,69.5,36.0
CS30746,Student 28747,Mechanical,3,63.2,52.7,87.4,36.2
CS30747,Student 28748,Electrical,4,93.5,38.4,55.9,36.1
CS30748,Student 28749,Civil,3,45.2,97.1,96.0,23.9
CS30749,Student 28750,Computer Science,3,69.3,64.8,92.9,27.8
CS30750,Student 28751,Electrical,3,49.3,94.5,10.5,40.4
CS30751,Student 28752,Electrical,3,60.0,59.5,89.7,34.3
CS30752,Student 28753,Electrical,6,63.9,33.2,29.2,55.3
CS30753,Student 28754,Electrical,3,41.8,85.9,5.5,47.8
CS30754,Student 28755,Mechanical,5,84.8,23.8,61.1,44.3
CS30755,Student 28756,Civil,4,80.3,84.3,8.4,32.5
CS30756,Student 28757,Electrical,6,65.4,89.7,6.9,36.6
CS30757,Student 28758,Computer Science,4,55.0,38.0,34.5,55.9
CS30758,Student 28759,Electrical,6,99.4,62.0,12.9,32.9
CS30759,Student 28760,Electrical,6,55.4,64.4,42.4,43.6
CS30760,Student 28761,Mechanical,3,54.7,21.5,87.6,52.0
CS30761,Student 28762,Civil,5,69.8,87.9,78.9,21.1
CS30762,Student 28763,Civil,4,52.1,36.5,23.7,59.8
CS30763,Student 28764,Mechanical,5,33.0,54.4,45.1,56.0
CS30764,Student 28765,Mechanical,4,43.6,97.5,74.9,28.6
CS30765,Student 28766,Mechanical,6,48.8,97.4,47.9,31.9
CS30766,Student 28767,Computer Science,5,91.6,23.6,20.6,49.8
CS30767,Student 28768,Civil,5,76.6,61.7,4.1,43.9
CS30768,Student 28769,Electrical,4,91.7,38.3,49.9,38.0
CS30769,Student 28770,Electrical,6,61.4,63.2,78.8,34.4
CS30770,Student 28771,Mechanical,5,95.4,92.1,89.8,7.0
CS30771,Student 28772,Computer Science,3,61.8,78.1,93.1,25.4
CS30772,Student 28773,Mechanical,3,44.7,49.1,43.3,53.8
CS30773,Student 28774,Electrical,3,94.5,40.9,91.4,27.6
CS30774,Student 28775,Mechanical,5,45.0,82.9,14.6,45.9
CS30775,Student 28776,Civil,6,39.0,32.4,64.2,58.6
CS30776,Student 28777,Computer Science,6,93.6,50.9,67.7,28.7
CS30777,Student 28778,Civil,4,45.9,98.6,32.6,35.7
CS30778,Student 28779,Civil,5,66.6,74.6,83.2,26.9
CS30779,Student 28780,Electrical,3,68.3,53.0,68.5,37.8
CS30780,Student 28781,Computer Science,6,81.0,21.4,67.9,45.5
CS30781,Student 28782,Computer Science,5,93.2,40.3,42.7,38.1
CS30782,Student 28783,Mechanical,5,68.6,59.6,33.3,42.1
CS30783,Student 28784,Mechanical,6,87.5,32.4,11.3,49.8
CS30784,Student 28785,Computer Science,5,98.6,32.6,89.7,29.6
CS30785,Student 28786,Electrical,6,68.7,27.7,4.1,60.6
CS30786,Student 28787,Mechanical,4,92.1,66.8,35.7,29.3
CS30787,Student 28788,Civil,4,64.6,79.6,62.1,29.9
CS30788,Student 28789,Computer Science,3,90.7,89.3,82.2,11.6
CS30789,Student 28790,Computer Science,4,77.9,72.5,95.7,20.7
CS30790,Student 28791,Electrical,4,89.6,49.6,50.1,34.3
CS30791,Student 28792,Mechanical,4,58.6,62.2,27.4,46.2
CS30792,Student 28793,Mechanical,6,73.6,33.1,46.3,48.1
CS30793,Student 28794,Electrical,5,70.5,52.8,13.3,48.0
CS30794,Student 28795,Civil,4,83.1,84.9,49.4,22.9
CS30795,Student 28796,Electrical,5,82.2,30.2,49.0,45.2
CS30796,Student 28797,Computer Science,3,90.1,32.4,20.8,46.8
CS30797,Student 28798,Computer Science,4,98.7,32.8,47.6,37.9
CS30798,Student 28799,Civil,5,42.8,74.8,21.4,48.7
CS30799,Student 28800,Electrical,4,78.5,32.9,90.3,37.4
CS30800,Student 28801,Civil,6,44.9,30.8,26.5,64.4
CS30801,Student 28802,Civil,4,50.9,47.8,60.7,48.4
CS30802,Student 28803,Civil,3,39.3,38.5,16.5,65.6
CS30803,Student 28804,Computer Science,5,56.4,30.3,8.4,63.6
CS30804,Student 28805,Computer Science,6,90.5,88.7,95.2,9.3
CS30805,Student 28806,Computer Science,5,82.9,20.1,83.1,42.2
CS30806,Student 28807,Electrical,5,67.7,26.7,3.0,61.6
CS30807,Student 28808,Mechanical,3,81.8,96.3,79.9,12.8
CS30808,Student 28809,Civil,3,50.0,76.7,80.4,33.2
CS30809,Student 28810,Civil,6,87.8,99.2,75.4,10.1
CS30810,Student 28811,Civil,6,83.6,61.1,99.3,22.3
CS30811,Student 28812,Civil,6,85.1,75.8,62.2,23.2
CS30812,Student 28813,Mechanical,4,43.3,38.2,45.2,58.4
CS30813,Student 28814,Civil,5,83.4,64.2,69.4,27.1
CS30814,Student 28815,Computer Science,4,32.7,73.1,92.7,39.1
CS30815,Student 28816,Computer Science,5,54.6,21.9,11.0,67.2
CS30816,Student 28817,Electrical,5,36.8,24.6,38.3,67.8
CS30817,Student 28818,Mechanical,5,33.1,34.9,43.1,64.2
CS30818,Student 28819,Mechanical,4,74.0,87.4,70.5,21.3
CS30819,Student 28820,Electrical,5,93.9,35.5,86.6,30.9
CS30820,Student 28821,Mechanical,5,30.3,25.0,93.0,59.3
CS30821,Student 28822,Electrical,4,36.9,85.4,38.8,43.3
CS30822,Student 28823,Computer Science,3,88.7,60.1,86.2,23.2
CS30823,Student 28824,Civil,5,83.6,38.7,25.9,45.9
CS30824,Student 28825,Electrical,5,31.9,45.9,60.9,56.7
CS30825,Student 28826,Computer Science,4,61.9,96.0,51.2,26.6
CS30826,Student 28827,Electrical,5,74.3,27.0,56.9,48.1
CS30827,Student 28828,Electrical,3,77.1,20.3,98.2,41.4
CS30828,Student 28829,Mechanical,6,78.2,90.2,27.7,27.1
CS30829,Student 28830,Civil,5,52.4,77.0,19.3,44.4
CS30830,Student 28831,Mechanical,4,84.3,88.7,24.8,25.8
CS30831,Student 28832,Civil,6,41.3,28.6,56.1,60.8
CS30832,Student 28833,Electrical,5,73.2,63.8,47.1,35.8
CS30833,Student 28834,Electrical,3,66.6,97.4,93.8,15.6
CS30834,Student 28835,Electrical,3,50.6,71.6,49.0,41.3
CS30835,Student 28836,Mechanical,4,38.9,73.9,39.7,46.9
CS30836,Student 28837,Civil,6,41.1,24.4,86.7,56.5
CS30837,Student 28838,Civil,3,74.3,83.8,99.1,16.9
CS30838,Student 28839,Electrical,4,38.7,96.6,62.7,33.3
CS30839,Student 28840,Civil,6,34.1,99.3,52.0,36.2
CS30840,Student 28841,Civil,6,39.6,45.7,16.0,62.7
CS30841,Student 28842,Computer Science,4,48.0,55.8,91.8,40.1
CS30842,Student 28843,Civil,6,91.5,24.8,16.7,50.1
CS30843,Student 28844,Electrical,6,39.9,68.7,48.2,46.9
CS30844,Student 28845,Computer Science,5,94.7,51.6,73.5,26.8
CS30845,Student 28846,Computer Science,4,49.1,51.4,72.8,45.2
CS30846,Student 28847,Computer Science,3,33.0,66.2,61.1,48.1
CS30847,Student 28848,Electrical,6,49.1,41.1,55.8,52.8
CS30848,Student 28849,Civil,5,74.3,94.7,20.6,28.3
CS30849,Student 28850,Mechanical,4,54.4,78.6,36.4,39.5
CS30850,Student 28851,Civil,3,43.4,66.4,72.6,41.6
CS30851,Student 28852,Civil,6,65.1,45.0,13.0,53.4
CS30852,Student 28853,Electrical,3,80.4,90.7,82.5,15.1
CS30853,Student 28854,Mechanical,5,57.5,45.6,1.5,58.5
CS30854,Student 28855,Computer Science,3,78.8,29.2,60.9,44.6
CS30855,Student 28856,Computer Science,6,62.9,92.9,44.5,28.8
CS30856,Student 28857,Electrical,6,40.9,79.9,55.3,40.6
CS30857,Student 28858,Electrical,6,92.2,59.0,74.5,24.6
CS30858,Student 28859,Mechanical,3,73.7,39.8,67.7,41.1
CS30859,Student 28860,Mechanical,5,41.5,57.0,81.1,44.4
CS30860,Student 28861,Electrical,3,94.9,84.6,35.7,21.1
CS30861,Student 28862,Civil,3,85.2,20.0,36.4,50.6
CS30862,Student 28863,Electrical,5,40.3,61.9,54.7,48.2
CS30863,Student 28864,Mechanical,5,96.8,48.5,94.9,22.9
CS30864,Student 28865,Electrical,6,51.3,56.4,48.9,47.1
CS30865,Student 28866,Computer Science,5,70.4,71.1,68.8,29.6
CS30866,Student 28867,Civil,3,67.2,24.9,50.6,53.0
CS30867,Student 28868,Mechanical,3,39.7,26.6,79.4,57.6
CS30868,Student 28869,Mechanical,3,47.2,89.8,28.4,39.5
CS30869,Student 28870,Civil,6,92.7,48.7,98.6,23.7
CS30870,Student 28871,Electrical,5,76.6,93.3,15.3,29.0
CS30871,Student 28872,Electrical,5,45.4,73.4,30.8,46.3
CS30872,Student 28873,Civil,3,59.7,44.3,71.5,44.1
CS30873,Student 28874,Electrical,5,72.5,42.5,22.9,49.4
CS30874,Student 28875,Computer Science,5,80.2,82.1,86.1,17.9
CS30875,Student 28876,Electrical,3,75.2,98.5,42.8,22.0
CS30876,Student 28877,Civil,6,40.7,44.0,60.3,54.1
CS30877,Student 28878,Computer Science,4,30.5,65.9,23.4,56.8
CS30878,Student 28879,Civil,5,96.1,65.5,74.3,20.5
CS30879,Student 28880,Mechanical,4,89.4,49.1,64.9,31.6
CS30880,Student 28881,Electrical,6,36.1,66.7,3.0,58.3
CS30881,Student 28882,Civil,3,61.7,78.1,78.8,28.3
CS30882,Student 28883,Electrical,6,63.7,49.9,71.1,40.3
CS30883,Student 28884,Electrical,6,83.7,37.2,85.9,34.5
CS30884,Student 28885,Electrical,6,76.1,47.2,53.0,40.1
CS30885,Student 28886,Mechanical,6,78.7,87.3,28.9,27.8
CS30886,Student 28887,Mechanical,5,89.3,38.2,53.6,38.3
CS30887,Student 28888,Computer Science,5,31.7,68.9,15.4,56.7
CS30888,Student 28889,Civil,5,66.3,38.9,6.3,56.7
CS30889,Student 28890,Computer Science,4,85.7,20.4,58.9,45.8
CS30890,Student 28891,Computer Science,6,62.6,91.9,0.0,38.2
CS30891,Student 28892,Electrical,3,83.7,72.5,14.7,34.6
CS30892,Student 28893,Civil,6,92.9,40.8,40.0,38.5
CS30893,Student 28894,Computer Science,4,70.8,97.8,31.0,26.4
CS30894,Student 28895,Civil,3,78.1,33.1,20.3,51.5
CS30895,Student 28896,Electrical,3,83.1,21.2,24.4,53.4
CS30896,Student 28897,Electrical,6,36.1,40.5,24.6,64.4
CS30897,Student 28898,Computer Science,3,71.8,70.2,94.8,24.2
CS30898,Student 28899,Electrical,4,76.7,61.3,75.1,29.8
CS30899,Student 28900,Civil,6,54.2,56.7,67.4,42.2
CS30900,Student 28901,Computer Science,4,49.1,27.8,54.4,58.4
CS30901,Student 28902,Electrical,3,35.7,99.5,40.3,37.9
CS30902,Student 28903,Mechanical,3,32.2,52.5,2.7,65.6
CS30903,Student 28904,Electrical,3,77.4,56.3,45.2,37.5
CS30904,Student 28905,Electrical,6,40.2,32.4,53.5,60.3
CS30905,Student 28906,Civil,4,99.9,59.5,11.7,33.9
CS30906,Student 28907,Computer Science,4,79.3,91.4,94.0,12.9
CS30907,Student 28908,Electrical,6,79.4,45.5,28.3,44.4
CS30908,Student 28909,Mechanical,4,45.5,68.7,27.5,48.8
CS30909,Student 28910,Mechanical,4,93.1,88.5,16.1,24.1
CS30910,Student 28911,Electrical,6,39.9,72.5,50.8,44.9
CS30911,Student 28912,Electrical,6,52.8,58.1,49.0,45.8
CS30912,Student 28913,Computer Science,6,33.0,79.8,76.5,39.6
CS30913,Student 28914,Electrical,6,46.0,24.1,29.2,66.1
CS30914,Student 28915,Electrical,3,39.3,98.7,82.0,28.4
CS30915,Student 28916,Electrical,6,48.8,95.6,61.5,29.9
CS30916,Student 28917,Civil,3,71.8,37.7,31.5,49.9
CS30917,Student 28918,Mechanical,6,35.1,67.0,99.4,39.3
CS30918,Student 28919,Electrical,6,64.5,72.3,3.4,44.6
CS30919,Student 28920,Electrical,3,66.0,31.5,9.0,59.2
CS30920,Student 28921,Mechanical,5,98.6,84.8,6.4,25.4
CS30921,Student 28922,Civil,3,97.8,38.1,19.5,41.7
CS30922,Student 28923,Mechanical,4,36.8,51.1,16.6,61.5
CS30923,Student 28924,Mechanical,3,40.1,94.6,39.5,38.2
CS30924,Student 28925,Computer Science,5,70.0,88.3,33.3,30.0
CS30925,Student 28926,Computer Science,6,82.9,63.8,13.2,38.7
CS30926,Student 28927,Civil,6,86.7,76.4,21.4,30.5
CS30927,Student 28928,Mechanical,4,88.1,51.2,31.6,38.0
CS30928,Student 28929,Mechanical,4,82.0,77.7,54.5,25.2
CS30929,Student 28930,Electrical,4,90.3,34.4,11.7,47.8
CS30930,Student 28931,Mechanical,6,78.3,33.4,49.7,45.4
CS30931,Student 28932,Electrical,3,52.9,90.4,12.3,40.2
CS30932,Student 28933,Mechanical,6,54.4,94.3,48.3,30.9
CS30933,Student 28934,Mechanical,5,45.0,63.4,31.3,50.4
CS30934,Student 28935,Electrical,3,58.4,75.4,12.5,44.0
CS30935,Student 28936,Electrical,4,77.0,52.0,68.4,34.7
CS30936,Student 28937,Electrical,6,38.4,23.3,92.9,56.7
CS30937,Student 28938,Electrical,3,88.2,58.3,4.3,40.5
CS30938,Student 28939,Mechanical,6,44.9,23.9,74.9,57.5
CS30939,Student 28940,Civil,6,41.8,35.2,51.0,59.0
CS30940,Student 28941,Mechanical,5,78.6,50.6,56.7,37.0
CS30941,Student 28942,Mechanical,4,99.9,50.0,10.8,37.9
CS30942,Student 28943,Electrical,6,68.6,81.3,78.7,24.3
CS30943,Student 28944,Computer Science,5,87.4,91.4,33.8,21.7
CS30944,Student 28945,Mechanical,6,96.3,52.7,87.3,22.9
CS30945,Student 28946,Computer Science,5,70.5,58.6,47.8,38.8
