room_no,date,time_slot,booked_by,capacity,occupancy,utilization_pct
Seminar 1,2026-07-17,12:00,Course 132,100,2,2.0
Auditorium A,2026-07-13,08:00,Course 352,30,17,56.7
Conference 1,2026-07-24,08:00,Course 484,100,75,75.0
Lab 2,2026-07-18,12:00,Course 377,30,1,3.3
Lab 2,2026-07-23,08:00,Course 321,30,29,96.7
Auditorium A,2026-07-09,14:00,Course 101,200,5,2.5
Seminar 1,2026-07-09,12:00,Course 145,200,17,8.5
Lab 2,2026-07-17,12:00,Course 419,30,21,70.0
Auditorium A,2026-07-27,08:00,Course 359,40,31,77.5
Lab 2,2026-07-12,14:00,Course 477,40,9,22.5
Room 204,2026-07-28,08:00,Course 497,40,10,25.0
Conference 1,2026-07-20,08:00,Course 382,30,11,36.7
Room 101,2026-07-07,14:00,Course 415,100,77,77.0
Room 204,2026-07-24,14:00,Course 369,30,21,70.0
Auditorium A,2026-07-03,14:00,Course 181,40,26,65.0
Room 204,2026-07-10,14:00,Course 202,30,0,0.0
Room 101,2026-07-26,12:00,Course 452,60,28,46.7
Lab 2,2026-07-21,10:00,Course 426,30,28,93.3
Room 204,2026-07-13,08:00,Course 325,40,9,22.5
Lab 2,2026-07-26,10:00,Course 461,30,27,90.0
Room 101,2026-07-15,12:00,Course 281,40,35,87.5
Conference 1,2026-07-16,08:00,Course 264,60,55,91.7
Seminar 1,2026-07-26,14:00,Course 475,200,191,95.5
Seminar 1,2026-07-25,10:00,Course 110,30,14,46.7
Room 101,2026-07-02,12:00,Course 324,40,14,35.0
Lab 1,2026-07-11,10:00,Course 327,200,0,0.0
Room 101,2026-07-20,14:00,Course 273,60,29,48.3
Room 204,2026-07-21,10:00,Course 454,30,8,26.7
Room 101,2026-07-09,12:00,Course 259,200,111,55.5
Lab 2,2026-07-11,12:00,Course 482,100,21,21.0
Lab 1,2026-07-22,08:00,Course 220,100,76,76.0
Room 204,2026-07-22,12:00,Course 217,40,3,7.5
Lab 2,2026-07-20,10:00,Course 186,100,12,12.0
Seminar 1,2026-07-13,10:00,Course 175,100,49,49.0
Lab 1,2026-07-17,12:00,Course 229,100,54,54.0
Room 101,2026-07-18,14:00,Course 222,60,32,53.3
Lab 2,2026-07-20,14:00,Course 349,200,135,67.5
Auditorium A,2026-07-17,08:00,Course 277,100,85,85.0
Room 101,2026-07-12,12:00,Course 142,40,17,42.5
Auditorium A,2026-07-27,10:00,Course 384,200,36,18.0
Room 204,2026-07-09,14:00,Course 243,40,24,60.0
Auditorium A,2026-07-19,12:00,Course 206,60,31,51.7
Room 204,2026-07-17,10:00,Course 268,30,19,63.3
Seminar 1,2026-07-05,08:00,Course 232,200,179,89.5
Auditorium A,2026-07-18,10:00,Course 459,40,5,12.5
Auditorium A,2026-07-05,12:00,Course 289,100,63,63.0
Seminar 1,2026-07-07,14:00,Course 333,40,21,52.5
Auditorium A,2026-07-17,10:00,Course 382,60,8,13.3
Lab 1,2026-07-05,10:00,Course 192,40,24,60.0
Lab 2,2026-07-18,12:00,Course 299,30,30,100.0
Auditorium A,2026-07-18,08:00,Course 220,40,16,40.0
Room 101,2026-07-27,14:00,Course 165,200,166,83.0
Room 204,2026-07-18,10:00,Course 478,30,26,86.7
Lab 2,2026-07-01,08:00,Course 193,60,59,98.3
Room 204,2026-07-01,12:00,Course 348,40,6,15.0
Room 204,2026-07-10,14:00,Course 477,30,7,23.3
Room 204,2026-07-10,08:00,Course 353,60,51,85.0
Conference 1,2026-07-06,12:00,Course 243,100,72,72.0
Room 204,2026-07-04,12:00,Course 499,200,80,40.0
Seminar 1,2026-07-21,14:00,Course 446,60,6,10.0
Room 204,2026-07-28,08:00,Course 295,200,22,11.0
Conference 1,2026-07-24,10:00,Course 420,40,27,67.5
Seminar 1,2026-07-25,08:00,Course 109,40,1,2.5
Room 101,2026-07-23,12:00,Course 267,100,17,17.0
Lab 2,2026-07-03,08:00,Course 301,60,31,51.7
Auditorium A,2026-07-28,12:00,Course 451,100,63,63.0
Lab 1,2026-07-17,12:00,Course 103,60,21,35.0
Auditorium A,2026-07-20,08:00,Course 481,60,10,16.7
Conference 1,2026-07-05,14:00,Course 454,40,25,62.5
Conference 1,2026-07-12,12:00,Course 169,30,23,76.7
Conference 1,2026-07-02,14:00,Course 397,200,52,26.0
Seminar 1,2026-07-03,08:00,Course 370,100,65,65.0
Room 101,2026-07-16,14:00,Course 437,100,79,79.0
Lab 1,2026-07-26,12:00,Course 240,30,20,66.7
Room 204,2026-07-17,12:00,Course 433,40,30,75.0
Lab 2,2026-07-19,10:00,Course 264,30,24,80.0
Conference 1,2026-07-17,14:00,Course 141,60,45,75.0
Seminar 1,2026-07-16,14:00,Course 258,40,34,85.0
Room 101,2026-07-28,14:00,Course 215,200,95,47.5
Seminar 1,2026-07-07,12:00,Course 252,60,59,98.3
Conference 1,2026-07-06,10:00,Course 122,40,16,40.0
Auditorium A,2026-07-19,10:00,Course 281,200,47,23.5
Lab 2,2026-07-12,14:00,Course 234,40,7,17.5
Lab 2,2026-07-23,12:00,Course 489,60,19,31.7
Room 204,2026-07-18,12:00,Course 182,60,14,23.3
Room 204,2026-07-04,10:00,Course 284,30,8,26.7
Conference 1,2026-07-03,12:00,Course 122,30,9,30.0
Auditorium A,2026-07-02,10:00,Course 444,200,162,81.0
Lab 1,2026-07-22,10:00,Course 405,30,25,83.3
Room 204,2026-07-24,14:00,Course 357,40,27,67.5
Conference 1,2026-07-11,12:00,Course 440,100,66,66.0
Lab 1,2026-07-07,12:00,Course 132,30,12,40.0
Auditorium A,2026-07-07,08:00,Course 313,100,43,43.0
Room 204,2026-07-18,10:00,Course 209,100,86,86.0
Lab 1,2026-07-24,08:00,Course 298,200,19,9.5
Seminar 1,2026-07-26,08:00,Course 189,30,14,46.7
Lab 2,2026-07-14,08:00,Course 351,100,83,83.0
Auditorium A,2026-07-03,14:00,Course 479,200,65,32.5
Lab 2,2026-07-12,14:00,Course 335,100,60,60.0
Room 101,2026-07-27,10:00,Course 255,40,24,60.0
Lab 1,2026-07-05,12:00,Course 342,40,40,100.0
Auditorium A,2026-07-20,14:00,Course 232,100,94,94.0
Lab 1,2026-07-08,14:00,Course 482,40,21,52.5
Auditorium A,2026-07-28,12:00,Course 291,40,29,72.5
Lab 2,2026-07-09,10:00,Course 486,40,8,20.0
Lab 1,2026-07-16,14:00,Course 281,60,18,30.0
Room 101,2026-07-09,10:00,Course 215,40,2,5.0
Auditorium A,2026-07-26,10:00,Course 485,40,36,90.0
Conference 1,2026-07-24,08:00,Course 113,40,14,35.0
Room 204,2026-07-06,08:00,Course 499,40,20,50.0
Lab 1,2026-07-09,08:00,Course 213,100,34,34.0
Seminar 1,2026-07-20,14:00,Course 413,60,15,25.0
Lab 2,2026-07-28,12:00,Course 289,200,163,81.5
Seminar 1,2026-07-13,12:00,Course 310,60,55,91.7
Room 204,2026-07-02,10:00,Course 171,40,1,2.5
Room 204,2026-07-07,14:00,Course 341,60,45,75.0
Lab 2,2026-07-28,08:00,Course 496,200,125,62.5
Room 101,2026-07-28,14:00,Course 136,30,17,56.7
Room 204,2026-07-27,08:00,Course 190,100,32,32.0
Auditorium A,2026-07-13,14:00,Course 247,30,9,30.0
Room 101,2026-07-26,08:00,Course 256,60,41,68.3
Seminar 1,2026-07-01,14:00,Course 107,60,45,75.0
Lab 1,2026-07-22,14:00,Course 310,40,7,17.5
Conference 1,2026-07-06,10:00,Course 385,40,20,50.0
Lab 1,2026-07-02,12:00,Course 412,100,29,29.0
Lab 2,2026-07-22,14:00,Course 170,100,13,13.0
Lab 1,2026-07-06,10:00,Course 345,100,19,19.0
Conference 1,2026-07-28,12:00,Course 482,30,5,16.7
Room 101,2026-07-11,10:00,Course 483,200,70,35.0
Room 101,2026-07-01,08:00,Course 426,200,46,23.0
Auditorium A,2026-07-27,14:00,Course 422,60,39,65.0
Lab 2,2026-07-22,14:00,Course 162,40,37,92.5
Lab 2,2026-07-25,14:00,Course 496,100,67,67.0
Room 101,2026-07-10,12:00,Course 435,40,7,17.5
Auditorium A,2026-07-22,08:00,Course 274,200,152,76.0
Conference 1,2026-07-24,14:00,Course 335,100,32,32.0
Auditorium A,2026-07-24,10:00,Course 297,200,72,36.0
Conference 1,2026-07-28,14:00,Course 305,100,61,61.0
Conference 1,2026-07-18,10:00,Course 442,60,12,20.0
Lab 1,2026-07-13,12:00,Course 225,200,120,60.0
Room 101,2026-07-19,08:00,Course 455,40,36,90.0
Seminar 1,2026-07-10,12:00,Course 497,200,43,21.5
Room 204,2026-07-24,10:00,Course 242,100,100,100.0
Room 101,2026-07-12,08:00,Course 426,200,148,74.0
Lab 2,2026-07-10,12:00,Course 213,40,24,60.0
Lab 2,2026-07-01,12:00,Course 479,200,81,40.5
Conference 1,2026-07-16,14:00,Course 217,60,56,93.3
Conference 1,2026-07-19,14:00,Course 256,40,17,42.5
Room 101,2026-07-27,10:00,Course 121,100,67,67.0
Room 204,2026-07-05,12:00,Course 200,30,4,13.3
Room 101,2026-07-20,14:00,Course 254,40,0,0.0
Room 101,2026-07-15,08:00,Course 253,200,99,49.5
Seminar 1,2026-07-21,08:00,Course 149,100,20,20.0
Room 101,2026-07-25,14:00,Course 500,40,13,32.5
Room 204,2026-07-23,14:00,Course 273,100,19,19.0
Room 101,2026-07-06,12:00,Course 394,40,20,50.0
Lab 1,2026-07-26,12:00,Course 114,30,23,76.7
Room 101,2026-07-13,12:00,Course 463,30,11,36.7
Lab 1,2026-07-24,14:00,Course 216,30,10,33.3
Room 204,2026-07-07,12:00,Course 449,200,35,17.5
Conference 1,2026-07-24,12:00,Course 121,30,0,0.0
Lab 2,2026-07-20,08:00,Course 475,200,153,76.5
Room 101,2026-07-14,08:00,Course 116,30,13,43.3
Room 101,2026-07-08,10:00,Course 417,30,1,3.3
Conference 1,2026-07-19,08:00,Course 152,30,10,33.3
Seminar 1,2026-07-07,08:00,Course 143,30,1,3.3
Auditorium A,2026-07-17,14:00,Course 153,30,1,3.3
Auditorium A,2026-07-14,12:00,Course 481,100,13,13.0
Room 204,2026-07-03,12:00,Course 148,40,3,7.5
Room 204,2026-07-07,14:00,Course 352,40,29,72.5
Auditorium A,2026-07-08,10:00,Course 171,30,21,70.0
Lab 1,2026-07-25,10:00,Course 392,200,74,37.0
Seminar 1,2026-07-08,12:00,Course 483,30,9,30.0
Lab 2,2026-07-14,10:00,Course 195,40,15,37.5
Room 204,2026-07-16,12:00,Course 354,40,1,2.5
Seminar 1,2026-07-21,08:00,Course 488,200,20,10.0
Seminar 1,2026-07-26,10:00,Course 286,60,33,55.0
Room 204,2026-07-16,08:00,Course 175,100,5,5.0
Lab 1,2026-07-06,14:00,Course 488,200,96,48.0
Auditorium A,2026-07-21,12:00,Course 381,40,7,17.5
Room 204,2026-07-15,10:00,Course 412,60,29,48.3
Lab 1,2026-07-28,08:00,Course 358,100,37,37.0
Lab 1,2026-07-15,10:00,Course 202,100,66,66.0
Lab 1,2026-07-05,12:00,Course 461,200,124,62.0
Room 101,2026-07-02,08:00,Course 103,60,9,15.0
Lab 2,2026-07-01,14:00,Course 135,60,46,76.7
Room 204,2026-07-09,10:00,Course 296,200,108,54.0
Room 204,2026-07-01,10:00,Course 347,100,28,28.0
Auditorium A,2026-07-20,12:00,Course 359,30,8,26.7
Room 204,2026-07-23,10:00,Course 114,200,120,60.0
Conference 1,2026-07-13,12:00,Course 331,200,50,25.0
Seminar 1,2026-07-01,14:00,Course 233,200,23,11.5
Auditorium A,2026-07-27,10:00,Course 239,100,41,41.0
Auditorium A,2026-07-16,08:00,Course 388,100,32,32.0
Lab 2,2026-07-24,14:00,Course 126,200,194,97.0
Seminar 1,2026-07-08,08:00,Course 257,30,26,86.7
Conference 1,2026-07-17,10:00,Course 189,100,58,58.0
Conference 1,2026-07-27,10:00,Course 466,60,45,75.0
Lab 2,2026-07-12,12:00,Course 440,100,24,24.0
Conference 1,2026-07-23,14:00,Course 346,40,8,20.0
Room 204,2026-07-26,08:00,Course 328,30,18,60.0
Auditorium A,2026-07-17,08:00,Course 489,30,7,23.3
Auditorium A,2026-07-01,14:00,Course 235,30,13,43.3
Auditorium A,2026-07-15,14:00,Course 106,40,36,90.0
Room 101,2026-07-03,10:00,Course 236,200,36,18.0
Room 204,2026-07-22,12:00,Course 221,30,18,60.0
Room 101,2026-07-15,14:00,Course 165,200,157,78.5
Room 204,2026-07-15,12:00,Course 187,30,27,90.0
Room 204,2026-07-04,08:00,Course 494,30,10,33.3
Lab 1,2026-07-20,08:00,Course 282,30,24,80.0
Lab 2,2026-07-02,10:00,Course 329,30,16,53.3
Conference 1,2026-07-01,14:00,Course 313,30,28,93.3
Room 204,2026-07-19,10:00,Course 438,100,23,23.0
Conference 1,2026-07-19,12:00,Course 439,40,25,62.5
Conference 1,2026-07-04,12:00,Course 280,40,10,25.0
Lab 1,2026-07-25,10:00,Course 442,30,23,76.7
Seminar 1,2026-07-08,08:00,Course 497,60,49,81.7
Conference 1,2026-07-16,12:00,Course 151,60,3,5.0
Conference 1,2026-07-27,08:00,Course 475,100,91,91.0
Lab 2,2026-07-21,08:00,Course 110,60,4,6.7
Room 101,2026-07-06,12:00,Course 408,200,131,65.5
Room 204,2026-07-25,12:00,Course 394,200,110,55.0
Seminar 1,2026-07-02,08:00,Course 235,200,173,86.5
Seminar 1,2026-07-03,12:00,Course 456,40,17,42.5
Lab 2,2026-07-14,12:00,Course 265,40,5,12.5
Conference 1,2026-07-07,10:00,Course 299,60,4,6.7
Seminar 1,2026-07-15,08:00,Course 358,30,2,6.7
Room 204,2026-07-07,14:00,Course 242,200,135,67.5
Auditorium A,2026-07-03,14:00,Course 457,60,58,96.7
Conference 1,2026-07-07,12:00,Course 127,200,39,19.5
Room 204,2026-07-11,14:00,Course 218,200,175,87.5
Conference 1,2026-07-12,08:00,Course 474,100,46,46.0
Lab 2,2026-07-19,10:00,Course 485,200,136,68.0
Room 101,2026-07-19,08:00,Course 220,40,8,20.0
Room 204,2026-07-09,12:00,Course 487,30,5,16.7
Lab 2,2026-07-09,08:00,Course 252,30,16,53.3
Room 101,2026-07-23,08:00,Course 220,40,30,75.0
Lab 2,2026-07-11,08:00,Course 493,200,162,81.0
Room 101,2026-07-01,14:00,Course 199,40,11,27.5
Lab 1,2026-07-28,10:00,Course 384,60,17,28.3
Lab 1,2026-07-10,12:00,Course 463,60,21,35.0
Lab 2,2026-07-01,14:00,Course 427,30,3,10.0
Room 204,2026-07-06,08:00,Course 279,60,50,83.3
Room 101,2026-07-24,12:00,Course 124,60,4,6.7
Conference 1,2026-07-16,10:00,Course 373,100,20,20.0
Seminar 1,2026-07-26,10:00,Course 196,60,20,33.3
Room 101,2026-07-27,10:00,Course 137,60,0,0.0
Auditorium A,2026-07-24,10:00,Course 289,200,78,39.0
Conference 1,2026-07-16,12:00,Course 342,60,10,16.7
Seminar 1,2026-07-03,14:00,Course 197,100,40,40.0
Auditorium A,2026-07-16,08:00,Course 323,100,77,77.0
Room 101,2026-07-11,10:00,Course 233,60,43,71.7
Room 204,2026-07-08,12:00,Course 496,60,60,100.0
Conference 1,2026-07-20,08:00,Course 104,30,29,96.7
Lab 2,2026-07-22,14:00,Course 181,200,100,50.0
Lab 1,2026-07-20,14:00,Course 242,100,53,53.0
Lab 2,2026-07-05,14:00,Course 111,100,39,39.0
Lab 1,2026-07-04,08:00,Course 358,100,93,93.0
Room 204,2026-07-04,08:00,Course 475,200,97,48.5
Conference 1,2026-07-20,08:00,Course 425,200,106,53.0
Lab 2,2026-07-06,12:00,Course 128,200,35,17.5
Lab 2,2026-07-14,12:00,Course 113,100,51,51.0
Seminar 1,2026-07-05,14:00,Course 104,60,42,70.0
Lab 2,2026-07-20,08:00,Course 272,30,27,90.0
Seminar 1,2026-07-20,14:00,Course 241,200,137,68.5
Lab 1,2026-07-16,10:00,Course 474,60,60,100.0
Auditorium A,2026-07-13,08:00,Course 163,100,73,73.0
Seminar 1,2026-07-09,14:00,Course 456,200,104,52.0
Lab 2,2026-07-04,14:00,Course 237,30,10,33.3
Lab 1,2026-07-07,14:00,Course 174,200,74,37.0
Room 101,2026-07-23,08:00,Course 101,100,72,72.0
Room 204,2026-07-11,14:00,Course 136,200,178,89.0
Room 101,2026-07-05,08:00,Course 287,30,20,66.7
Auditorium A,2026-07-18,10:00,Course 246,200,182,91.0
Room 101,2026-07-12,12:00,Course 188,200,126,63.0
Room 101,2026-07-16,08:00,Course 216,40,30,75.0
Lab 2,2026-07-11,12:00,Course 138,200,18,9.0
Lab 2,2026-07-04,10:00,Course 316,30,30,100.0
Room 101,2026-07-16,08:00,Course 327,100,44,44.0
Room 204,2026-07-08,08:00,Course 454,40,22,55.0
Seminar 1,2026-07-04,10:00,Course 445,60,4,6.7
Lab 2,2026-07-23,08:00,Course 325,200,67,33.5
Conference 1,2026-07-22,14:00,Course 303,40,34,85.0
Room 101,2026-07-11,08:00,Course 211,60,53,88.3
Lab 1,2026-07-13,14:00,Course 477,200,188,94.0
Room 101,2026-07-09,10:00,Course 264,40,30,75.0
Lab 2,2026-07-21,14:00,Course 280,60,35,58.3
Room 204,2026-07-22,14:00,Course 424,200,117,58.5
Lab 2,2026-07-16,12:00,Course 453,30,29,96.7
Lab 1,2026-07-22,10:00,Course 411,100,73,73.0
Auditorium A,2026-07-24,08:00,Course 189,200,70,35.0
Auditorium A,2026-07-12,10:00,Course 386,30,5,16.7
Conference 1,2026-07-20,08:00,Course 486,60,35,58.3
Lab 1,2026-07-03,10:00,Course 184,40,4,10.0
Seminar 1,2026-07-25,12:00,Course 476,30,20,66.7
Conference 1,2026-07-22,14:00,Course 296,30,9,30.0
Seminar 1,2026-07-09,14:00,Course 347,200,171,85.5
Auditorium A,2026-07-26,10:00,Course 238,100,55,55.0
Lab 2,2026-07-27,12:00,Course 277,60,47,78.3
Auditorium A,2026-07-09,10:00,Course 149,60,37,61.7
Seminar 1,2026-07-14,10:00,Course 481,100,88,88.0
Seminar 1,2026-07-24,12:00,Course 212,200,194,97.0
Seminar 1,2026-07-13,12:00,Course 268,30,13,43.3
Auditorium A,2026-07-03,12:00,Course 129,200,131,65.5
Room 101,2026-07-21,10:00,Course 222,100,45,45.0
Seminar 1,2026-07-15,08:00,Course 266,100,81,81.0
Auditorium A,2026-07-20,12:00,Course 136,60,51,85.0
Auditorium A,2026-07-12,14:00,Course 348,200,88,44.0
Room 204,2026-07-12,08:00,Course 360,30,28,93.3
Lab 2,2026-07-27,12:00,Course 340,200,83,41.5
Room 101,2026-07-10,12:00,Course 423,40,30,75.0
Auditorium A,2026-07-08,14:00,Course 335,200,174,87.0
Lab 1,2026-07-14,14:00,Course 348,200,120,60.0
Seminar 1,2026-07-07,14:00,Course 184,30,28,93.3
Room 204,2026-07-21,12:00,Course 152,60,11,18.3
Lab 1,2026-07-06,12:00,Course 243,100,1,1.0
Auditorium A,2026-07-03,14:00,Course 359,60,5,8.3
Room 204,2026-07-11,10:00,Course 453,100,22,22.0
Conference 1,2026-07-16,08:00,Course 404,100,69,69.0
Room 204,2026-07-09,12:00,Course 378,60,49,81.7
Room 101,2026-07-08,14:00,Course 202,40,13,32.5
Lab 2,2026-07-27,14:00,Course 333,30,29,96.7
Auditorium A,2026-07-18,10:00,Course 323,30,8,26.7
Room 204,2026-07-05,08:00,Course 230,100,36,36.0
Room 101,2026-07-21,08:00,Course 340,30,5,16.7
Conference 1,2026-07-10,08:00,Course 169,200,136,68.0
Auditorium A,2026-07-06,12:00,Course 248,60,42,70.0
Room 101,2026-07-08,14:00,Course 495,40,21,52.5
Lab 2,2026-07-22,08:00,Course 424,100,15,15.0
Lab 1,2026-07-21,12:00,Course 263,200,141,70.5
Conference 1,2026-07-12,14:00,Course 181,30,0,0.0
Room 101,2026-07-11,08:00,Course 343,60,52,86.7
Auditorium A,2026-07-01,14:00,Course 153,30,19,63.3
Seminar 1,2026-07-19,10:00,Course 296,30,23,76.7
Seminar 1,2026-07-03,14:00,Course 214,40,21,52.5
Seminar 1,2026-07-21,12:00,Course 251,40,0,0.0
Room 204,2026-07-16,10:00,Course 434,100,46,46.0
Auditorium A,2026-07-05,14:00,Course 129,40,13,32.5
Lab 1,2026-07-03,10:00,Course 226,40,7,17.5
Auditorium A,2026-07-12,10:00,Course 429,30,5,16.7
Seminar 1,2026-07-13,08:00,Course 467,60,36,60.0
Conference 1,2026-07-13,12:00,Course 186,60,37,61.7
Lab 2,2026-07-23,10:00,Course 285,100,0,0.0
Auditorium A,2026-07-04,14:00,Course 296,30,18,60.0
Lab 2,2026-07-13,14:00,Course 309,200,76,38.0
Lab 2,2026-07-28,12:00,Course 321,200,85,42.5
Lab 2,2026-07-26,14:00,Course 375,100,50,50.0
Lab 1,2026-07-22,12:00,Course 274,40,10,25.0
Lab 1,2026-07-10,10:00,Course 121,200,141,70.5
Auditorium A,2026-07-17,10:00,Course 201,200,88,44.0
Conference 1,2026-07-18,10:00,Course 279,40,35,87.5
Lab 1,2026-07-06,08:00,Course 410,100,32,32.0
Room 101,2026-07-24,12:00,Course 402,100,92,92.0
Room 101,2026-07-11,12:00,Course 250,30,27,90.0
Conference 1,2026-07-07,14:00,Course 491,30,30,100.0
Lab 1,2026-07-02,10:00,Course 237,30,25,83.3
Lab 1,2026-07-16,10:00,Course 359,60,39,65.0
Auditorium A,2026-07-03,10:00,Course 179,200,197,98.5
Room 101,2026-07-25,14:00,Course 104,100,67,67.0
Auditorium A,2026-07-06,14:00,Course 108,100,32,32.0
Room 101,2026-07-15,12:00,Course 438,60,59,98.3
Room 101,2026-07-13,08:00,Course 155,60,33,55.0
Auditorium A,2026-07-20,12:00,Course 396,100,0,0.0
Conference 1,2026-07-05,10:00,Course 332,60,25,41.7
Lab 1,2026-07-16,12:00,Course 466,60,16,26.7
Lab 1,2026-07-05,10:00,Course 370,100,2,2.0
Conference 1,2026-07-17,08:00,Course 383,200,192,96.0
Lab 2,2026-07-22,12:00,Course 277,40,34,85.0
Room 204,2026-07-05,12:00,Course 114,30,1,3.3
Lab 2,2026-07-04,08:00,Course 267,100,24,24.0
Room 204,2026-07-11,10:00,Course 181,100,61,61.0
Conference 1,2026-07-26,12:00,Course 127,200,162,81.0
Room 204,2026-07-19,10:00,Course 331,40,27,67.5
Room 204,2026-07-20,08:00,Course 284,30,23,76.7
Lab 1,2026-07-08,08:00,Course 424,100,39,39.0
Room 204,2026-07-13,12:00,Course 418,60,20,33.3
Lab 2,2026-07-06,12:00,Course 404,40,27,67.5
Lab 1,2026-07-24,12:00,Course 336,40,12,30.0
Room 101,2026-07-19,08:00,Course 335,60,54,90.0
Lab 1,2026-07-23,08:00,Course 274,60,6,10.0
Lab 2,2026-07-21,14:00,Course 461,200,73,36.5
Room 204,2026-07-01,12:00,Course 472,30,24,80.0
Room 101,2026-07-02,12:00,Course 319,60,23,38.3
Room 101,2026-07-04,14:00,Course 427,40,28,70.0
Room 204,2026-07-25,12:00,Course 307,40,25,62.5
Room 101,2026-07-13,14:00,Course 334,40,32,80.0
Lab 1,2026-07-04,08:00,Course 168,60,42,70.0
Conference 1,2026-07-21,08:00,Course 267,60,29,48.3
Lab 2,2026-07-11,14:00,Course 411,100,60,60.0
Seminar 1,2026-07-28,08:00,Course 458,100,42,42.0
Auditorium A,2026-07-17,12:00,Course 421,40,23,57.5
Room 101,2026-07-11,14:00,Course 195,30,3,10.0
Room 204,2026-07-23,12:00,Course 204,30,27,90.0
Auditorium A,2026-07-21,10:00,Course 328,30,2,6.7
Lab 2,2026-07-20,12:00,Course 316,100,34,34.0
Room 204,2026-07-14,08:00,Course 239,30,6,20.0
Auditorium A,2026-07-20,08:00,Course 230,60,35,58.3
Lab 1,2026-07-20,12:00,Course 361,60,17,28.3
Seminar 1,2026-07-18,14:00,Course 451,60,27,45.0
Lab 1,2026-07-17,10:00,Course 213,200,92,46.0
Lab 2,2026-07-12,08:00,Course 328,30,7,23.3
Room 204,2026-07-02,08:00,Course 477,30,0,0.0
Lab 1,2026-07-17,08:00,Course 130,200,152,76.0
Lab 2,2026-07-02,14:00,Course 373,200,176,88.0
Room 101,2026-07-05,14:00,Course 295,200,105,52.5
Conference 1,2026-07-02,10:00,Course 405,200,45,22.5
Room 204,2026-07-18,10:00,Course 477,30,30,100.0
Conference 1,2026-07-21,12:00,Course 313,40,37,92.5
Room 101,2026-07-22,14:00,Course 495,30,18,60.0
Lab 2,2026-07-27,10:00,Course 104,200,172,86.0
Lab 2,2026-07-24,14:00,Course 130,30,3,10.0
Conference 1,2026-07-27,10:00,Course 224,30,7,23.3
Conference 1,2026-07-19,10:00,Course 152,60,5,8.3
Lab 2,2026-07-09,12:00,Course 276,40,13,32.5
Conference 1,2026-07-22,08:00,Course 454,30,14,46.7
Room 101,2026-07-10,10:00,Course 284,200,129,64.5
Seminar 1,2026-07-25,12:00,Course 454,60,7,11.7
Seminar 1,2026-07-17,12:00,Course 200,100,59,59.0
Room 101,2026-07-01,12:00,Course 426,100,29,29.0
Conference 1,2026-07-21,10:00,Course 403,100,71,71.0
Room 204,2026-07-13,10:00,Course 281,30,7,23.3
Room 101,2026-07-23,12:00,Course 121,40,26,65.0
Room 204,2026-07-27,12:00,Course 372,30,4,13.3
Room 204,2026-07-27,10:00,Course 126,60,52,86.7
Room 204,2026-07-15,08:00,Course 161,200,106,53.0
Lab 2,2026-07-04,10:00,Course 162,30,3,10.0
Conference 1,2026-07-22,12:00,Course 380,200,159,79.5
Lab 2,2026-07-13,12:00,Course 205,30,16,53.3
Auditorium A,2026-07-21,08:00,Course 296,60,56,93.3
Room 101,2026-07-02,08:00,Course 288,40,7,17.5
Auditorium A,2026-07-28,14:00,Course 157,60,20,33.3
Lab 1,2026-07-26,14:00,Course 384,60,57,95.0
Room 101,2026-07-15,12:00,Course 278,60,38,63.3
Room 204,2026-07-22,14:00,Course 269,40,15,37.5
Room 101,2026-07-06,14:00,Course 320,30,9,30.0
Conference 1,2026-07-06,10:00,Course 108,100,13,13.0
Auditorium A,2026-07-03,08:00,Course 144,30,2,6.7
Lab 2,2026-07-10,08:00,Course 165,200,125,62.5
Lab 1,2026-07-28,10:00,Course 166,40,3,7.5
Auditorium A,2026-07-04,14:00,Course 166,100,6,6.0
Auditorium A,2026-07-10,10:00,Course 348,30,27,90.0
Room 204,2026-07-26,08:00,Course 217,30,24,80.0
Auditorium A,2026-07-08,08:00,Course 401,30,29,96.7
Auditorium A,2026-07-13,12:00,Course 186,40,29,72.5
Lab 2,2026-07-19,14:00,Course 411,40,40,100.0
Room 101,2026-07-25,10:00,Course 293,30,29,96.7
Room 204,2026-07-25,10:00,Course 112,200,170,85.0
Room 101,2026-07-24,10:00,Course 311,200,59,29.5
Seminar 1,2026-07-05,10:00,Course 362,30,26,86.7
Auditorium A,2026-07-18,14:00,Course 102,60,52,86.7
Seminar 1,2026-07-16,08:00,Course 288,40,15,37.5
Auditorium A,2026-07-21,14:00,Course 345,60,24,40.0
Auditorium A,2026-07-15,08:00,Course 420,40,30,75.0
Lab 1,2026-07-09,12:00,Course 290,200,29,14.5
Conference 1,2026-07-11,10:00,Course 499,60,13,21.7
Auditorium A,2026-07-03,08:00,Course 232,200,25,12.5
Lab 2,2026-07-04,10:00,Course 483,30,24,80.0
Room 204,2026-07-04,08:00,Course 263,60,53,88.3
Room 101,2026-07-22,12:00,Course 322,200,185,92.5
Seminar 1,2026-07-05,08:00,Course 444,60,35,58.3
Auditorium A,2026-07-05,08:00,Course 252,100,40,40.0
