roll_no,name,branch,cgpa,technical_score,communication_score,internship_experience,readiness_index
CS27650,Student 25651,Electrical,5.5,65.1,74.6,2,61.4
CS27651,Student 25652,Civil,6.8,52.9,35.8,3,48.5
CS27652,Student 25653,Electrical,6.3,44.5,96.3,0,59.3
CS27653,Student 25654,Mechanical,5.9,82.3,91.2,3,75.1
CS27654,Student 25655,Civil,6.5,34.1,43.8,2,41.8
CS27655,Student 25656,Electrical,8.8,83.4,88.8,0,77.6
CS27656,Student 25657,Civil,9.8,34.1,65.2,3,55.8
CS27657,Student 25658,Mechanical,5.8,44.1,86.0,3,58.0
CS27658,Student 25659,Computer Science,7.4,77.0,34.9,1,57.1
CS27659,Student 25660,Mechanical,9.3,90.9,95.3,3,86.6
CS27660,Student 25661,Computer Science,9.1,79.0,68.0,2,72.2
CS27661,Student 25662,Computer Science,9.1,57.6,73.4,2,65.3
CS27662,Student 25663,Mechanical,5.9,37.8,32.0,2,38.5
CS27663,Student 25664,Mechanical,6.4,52.9,94.0,0,62.2
CS27664,Student 25665,Mechanical,8.8,43.8,84.4,3,63.4
CS27665,Student 25666,Computer Science,7.5,89.5,44.8,3,67.2
CS27666,Student 25667,Mechanical,8.4,58.7,30.3,1,50.4
CS27667,Student 25668,Civil,6.9,93.5,77.8,3,77.5
CS27668,Student 25669,Electrical,5.8,47.4,36.7,0,41.6
CS27669,Student 25670,Mechanical,9.7,45.1,89.5,0,64.3
CS27670,Student 25671,Computer Science,9.1,67.2,93.1,0,73.0
CS27671,Student 25672,Mechanical,8.3,30.9,80.2,0,53.0
CS27672,Student 25673,Civil,6.3,98.2,40.0,0,63.9
CS27673,Student 25674,Mechanical,6.8,52.2,96.2,1,64.3
CS27674,Student 25675,Computer Science,8.2,79.2,79.7,3,75.0
CS27675,Student 25676,Civil,7.2,31.5,90.8,0,54.2
CS27676,Student 25677,Computer Science,6.9,37.5,52.6,2,46.6
CS27677,Student 25678,Electrical,8.9,45.3,38.3,0,47.4
CS27678,Student 25679,Computer Science,9.5,36.6,42.9,1,47.5
CS27679,Student 25680,Computer Science,10.0,68.7,39.9,1,60.5
CS27680,Student 25681,Electrical,8.7,89.7,50.3,1,69.4
CS27681,Student 25682,Civil,8.7,39.0,50.1,1,49.0
CS27682,Student 25683,Mechanical,7.6,42.2,39.7,1,45.0
CS27683,Student 25684,Civil,7.0,30.8,58.4,2,45.8
CS27684,Student 25685,Mechanical,9.3,76.9,55.3,1,67.0
CS27685,Student 25686,Civil,8.5,72.6,81.6,2,72.5
CS27686,Student 25687,Mechanical,5.5,95.7,67.0,1,70.4
CS27687,Student 25688,Civil,9.2,89.3,50.4,0,69.2
CS27688,Student 25689,Civil,7.0,32.6,30.4,0,36.2
CS27689,Student 25690,Computer Science,9.4,37.3,65.8,3,56.5
CS27690,Student 25691,Computer Science,5.0,41.4,42.3,0,39.2
CS27691,Student 25692,Electrical,5.5,88.2,40.1,1,59.3
CS27692,Student 25693,Computer Science,5.9,61.6,99.4,3,69.3
CS27693,Student 25694,Civil,7.2,83.8,87.4,1,75.1
CS27694,Student 25695,Mechanical,7.2,84.8,75.8,0,71.1
CS27695,Student 25696,Electrical,5.9,89.0,61.4,3,68.8
CS27696,Student 25697,Electrical,6.2,89.1,37.8,2,61.4
CS27697,Student 25698,Civil,7.7,59.0,31.5,3,51.4
CS27698,Student 25699,Mechanical,6.9,75.8,49.5,0,59.0
CS27699,Student 25700,Computer Science,9.3,47.7,47.3,1,52.9
CS27700,Student 25701,Civil,6.0,80.1,38.0,3,58.4
CS27701,Student 25702,Electrical,5.3,96.2,53.2,1,66.0
CS27702,Student 25703,Computer Science,5.5,62.5,94.1,3,67.2
CS27703,Student 25704,Electrical,6.4,92.7,69.0,1,71.6
CS27704,Student 25705,Computer Science,7.2,42.6,99.6,3,64.3
CS27705,Student 25706,Computer Science,8.0,47.2,61.6,0,53.4
CS27706,Student 25707,Computer Science,7.8,59.7,90.1,3,69.5
CS27707,Student 25708,Civil,8.9,87.3,65.4,0,72.3
CS27708,Student 25709,Computer Science,10.0,59.4,40.3,2,57.9
CS27709,Student 25710,Civil,9.1,75.9,84.1,2,75.8
CS27710,Student 25711,Electrical,5.1,56.2,60.4,0,50.8
CS27711,Student 25712,Mechanical,6.0,38.2,73.2,2,51.2
CS27712,Student 25713,Electrical,6.2,71.7,53.7,3,60.2
CS27713,Student 25714,Civil,9.9,80.1,41.1,1,65.2
CS27714,Student 25715,Electrical,5.6,35.2,86.4,0,51.2
CS27715,Student 25716,Civil,8.8,57.4,79.2,3,67.3
CS27716,Student 25717,Electrical,9.9,62.7,84.1,2,72.1
CS27717,Student 25718,Civil,6.3,83.6,30.8,0,55.3
CS27718,Student 25719,Electrical,5.4,60.8,86.4,1,62.0
CS27719,Student 25720,Computer Science,6.1,64.2,31.7,3,50.4
CS27720,Student 25721,Electrical,9.8,32.4,31.0,3,44.9
CS27721,Student 25722,Civil,6.7,41.3,89.7,3,59.8
CS27722,Student 25723,Civil,6.7,62.0,36.1,2,51.0
CS27723,Student 25724,Civil,5.8,43.6,92.7,0,56.9
CS27724,Student 25725,Civil,7.1,64.2,56.9,1,58.0
CS27725,Student 25726,Mechanical,6.8,50.0,49.8,2,50.5
CS27726,Student 25727,Computer Science,7.3,51.7,80.7,3,62.5
CS27727,Student 25728,Computer Science,9.0,85.4,46.4,2,68.1
CS27728,Student 25729,Electrical,6.5,40.6,41.2,2,43.6
CS27729,Student 25730,Electrical,6.4,41.9,93.4,1,58.6
CS27730,Student 25731,Electrical,8.8,44.7,93.5,2,65.5
CS27731,Student 25732,Electrical,8.6,80.1,78.2,0,72.7
CS27732,Student 25733,Civil,8.0,98.9,92.3,2,85.2
CS27733,Student 25734,Electrical,5.1,99.2,96.4,2,80.8
CS27734,Student 25735,Mechanical,6.4,60.9,62.5,1,56.9
CS27735,Student 25736,Computer Science,8.7,59.4,53.2,1,58.1
CS27736,Student 25737,Mechanical,6.8,96.6,69.7,3,76.2
CS27737,Student 25738,Electrical,6.5,58.0,93.4,1,65.2
CS27738,Student 25739,Mechanical,8.2,77.5,96.2,2,78.3
CS27739,Student 25740,Mechanical,7.3,31.2,85.6,2,54.8
CS27740,Student 25741,Mechanical,7.8,88.6,51.3,1,67.4
CS27741,Student 25742,Civil,6.5,33.0,92.3,3,56.9
CS27742,Student 25743,Mechanical,9.3,71.5,53.1,3,66.1
CS27743,Student 25744,Civil,7.0,50.4,70.4,0,55.3
CS27744,Student 25745,Electrical,6.8,54.3,34.9,3,48.8
CS27745,Student 25746,Electrical,8.8,69.0,34.8,3,58.6
CS27746,Student 25747,Civil,8.8,70.5,72.1,0,67.4
CS27747,Student 25748,Computer Science,5.5,83.8,65.8,2,66.3
CS27748,Student 25749,Civil,5.5,33.4,57.8,1,42.7
CS27749,Student 25750,Civil,5.2,88.3,40.3,0,57.8
CS27750,Student 25751,Civil,7.1,65.2,35.7,0,51.0
CS27751,Student 25752,Civil,8.8,80.2,74.4,2,74.0
CS27752,Student 25753,Electrical,6.1,92.0,88.0,0,75.4
CS27753,Student 25754,Mechanical,5.2,37.0,33.8,2,37.3
CS27754,Student 25755,Computer Science,6.4,50.9,70.5,0,54.3
CS27755,Student 25756,Civil,8.9,56.7,53.2,1,57.4
CS27756,Student 25757,Electrical,9.3,85.1,42.9,1,66.5
CS27757,Student 25758,Computer Science,6.8,78.4,31.0,2,56.3
CS27758,Student 25759,Mechanical,7.9,45.2,36.7,3,47.9
CS27759,Student 25760,Electrical,5.1,38.8,93.1,2,55.6
CS27760,Student 25761,Computer Science,8.8,92.8,73.5,0,76.8
CS27761,Student 25762,Electrical,6.6,86.3,32.0,1,58.3
CS27762,Student 25763,Mechanical,5.7,60.8,33.0,0,45.6
CS27763,Student 25764,Computer Science,8.1,99.9,82.1,3,83.8
CS27764,Student 25765,Electrical,9.2,35.3,88.0,1,59.9
CS27765,Student 25766,Computer Science,5.6,81.4,37.4,0,55.0
CS27766,Student 25767,Computer Science,7.9,31.9,96.9,2,59.6
CS27767,Student 25768,Civil,5.1,41.0,80.5,1,51.8
CS27768,Student 25769,Computer Science,6.1,53.4,81.0,1,58.9
CS27769,Student 25770,Electrical,6.9,32.6,70.1,0,47.9
CS27770,Student 25771,Mechanical,6.0,95.7,72.1,2,73.9
CS27771,Student 25772,Mechanical,5.3,61.6,70.9,1,57.5
CS27772,Student 25773,Mechanical,6.3,30.9,40.0,3,40.0
CS27773,Student 25774,Civil,5.9,48.0,72.0,0,52.6
CS27774,Student 25775,Civil,8.9,49.6,86.8,3,66.7
CS27775,Student 25776,Mechanical,8.2,34.1,56.1,3,49.9
CS27776,Student 25777,Electrical,6.8,95.3,52.2,2,69.4
CS27777,Student 25778,Civil,7.9,89.3,33.3,1,62.5
CS27778,Student 25779,Civil,8.8,77.6,45.4,2,64.3
CS27779,Student 25780,Computer Science,6.8,51.4,54.8,0,50.6
CS27780,Student 25781,Electrical,9.8,49.8,38.3,0,51.0
CS27781,Student 25782,Mechanical,5.8,36.5,73.2,1,49.2
CS27782,Student 25783,Mechanical,9.6,48.5,38.1,0,50.0
CS27783,Student 25784,Mechanical,6.9,83.4,89.7,0,74.1
CS27784,Student 25785,Mechanical,8.6,40.3,52.2,0,49.0
CS27785,Student 25786,Electrical,8.5,94.7,98.4,2,86.4
CS27786,Student 25787,Mechanical,6.7,57.7,58.5,2,56.0
CS27787,Student 25788,Civil,7.4,80.1,80.6,1,72.0
CS27788,Student 25789,Electrical,8.9,74.5,52.1,0,63.2
CS27789,Student 25790,Mechanical,5.9,97.2,95.8,0,79.4
CS27790,Student 25791,Computer Science,7.5,92.3,64.0,1,72.1
CS27791,Student 25792,Civil,7.0,36.8,67.0,3,51.8
CS27792,Student 25793,Electrical,7.2,83.0,41.0,1,60.9
CS27793,Student 25794,Civil,8.2,32.8,54.3,1,46.8
CS27794,Student 25795,Computer Science,9.0,63.8,47.4,1,58.7
CS27795,Student 25796,Civil,6.0,47.2,96.6,1,60.9
CS27796,Student 25797,Computer Science,7.3,90.8,89.6,2,79.8
CS27797,Student 25798,Electrical,9.8,32.1,70.0,1,54.4
CS27798,Student 25799,Electrical,9.9,99.5,48.5,2,76.2
CS27799,Student 25800,Computer Science,5.1,47.5,87.3,1,56.4
CS27800,Student 25801,Computer Science,7.2,96.7,50.0,3,71.1
CS27801,Student 25802,Mechanical,9.5,94.1,45.9,0,70.4
CS27802,Student 25803,Electrical,5.7,97.4,84.3,0,75.7
CS27803,Student 25804,Mechanical,7.6,51.1,83.5,0,60.7
CS27804,Student 25805,Electrical,7.9,71.9,71.9,2,68.1
CS27805,Student 25806,Electrical,8.3,60.9,64.8,2,62.4
CS27806,Student 25807,Civil,8.2,61.0,57.5,3,61.1
CS27807,Student 25808,Computer Science,5.2,78.3,88.2,1,69.2
CS27808,Student 25809,Computer Science,6.0,34.8,36.6,2,38.9
CS27809,Student 25810,Computer Science,7.6,31.1,51.8,1,44.2
CS27810,Student 25811,Mechanical,8.3,61.9,84.8,0,66.8
CS27811,Student 25812,Electrical,9.2,94.3,58.5,0,73.7
CS27812,Student 25813,Civil,6.0,44.3,62.7,2,50.5
CS27813,Student 25814,Computer Science,6.0,80.7,63.9,2,65.5
CS27814,Student 25815,Electrical,9.7,89.8,33.0,0,65.2
CS27815,Student 25816,Computer Science,7.6,52.8,55.1,2,54.9
CS27816,Student 25817,Electrical,8.8,35.7,59.3,0,49.7
CS27817,Student 25818,Electrical,8.3,53.9,46.7,2,54.2
CS27818,Student 25819,Computer Science,9.8,69.8,74.7,3,72.9
CS27819,Student 25820,Civil,8.9,96.7,90.8,3,86.7
CS27820,Student 25821,Electrical,7.0,47.9,95.8,0,61.9
CS27821,Student 25822,Electrical,5.7,69.2,78.6,2,64.7
CS27822,Student 25823,Mechanical,8.2,94.0,68.8,0,74.6
CS27823,Student 25824,Electrical,7.1,62.8,88.7,2,67.9
CS27824,Student 25825,Electrical,8.3,37.1,53.8,3,50.6
CS27825,Student 25826,Electrical,6.0,44.7,41.2,2,44.2
CS27826,Student 25827,Mechanical,6.9,81.9,39.7,2,60.5
CS27827,Student 25828,Computer Science,9.8,84.5,49.2,1,69.2
CS27828,Student 25829,Computer Science,6.1,77.6,33.1,0,53.2
CS27829,Student 25830,Computer Science,8.3,62.8,79.4,1,66.5
CS27830,Student 25831,Mechanical,9.7,67.1,40.6,0,58.4
CS27831,Student 25832,Electrical,7.2,64.3,53.8,1,57.3
CS27832,Student 25833,Computer Science,7.8,72.4,55.6,1,62.2
CS27833,Student 25834,Computer Science,9.6,35.1,66.3,3,56.1
CS27834,Student 25835,Civil,9.6,68.0,91.5,0,73.9
CS27835,Student 25836,Mechanical,8.5,96.8,78.1,3,82.1
CS27836,Student 25837,Mechanical,5.2,74.8,92.5,3,71.1
CS27837,Student 25838,Electrical,8.9,30.4,92.8,1,58.8
CS27838,Student 25839,Electrical,9.7,30.8,48.2,1,47.2
CS27839,Student 25840,Mechanical,9.7,79.8,35.8,3,65.1
CS27840,Student 25841,Civil,7.0,73.7,72.8,2,67.3
CS27841,Student 25842,Computer Science,7.4,88.7,55.0,2,68.8
CS27842,Student 25843,Electrical,7.1,60.9,58.8,2,58.2
CS27843,Student 25844,Electrical,8.7,58.5,44.2,1,55.1
CS27844,Student 25845,Computer Science,5.6,92.8,71.7,1,70.8
CS27845,Student 25846,Mechanical,9.9,85.8,38.6,1,66.7
CS27846,Student 25847,Electrical,6.8,96.2,37.1,3,66.2
CS27847,Student 25848,Electrical,7.4,45.5,75.4,1,56.6
CS27848,Student 25849,Mechanical,8.2,60.1,93.9,1,69.6
CS27849,Student 25850,Civil,8.0,36.4,65.5,1,51.2
CS27850,Student 25851,Civil,9.9,89.0,67.2,3,78.6
CS27851,Student 25852,Mechanical,9.0,76.1,35.3,1,60.0
CS27852,Student 25853,Civil,5.8,63.9,32.3,2,48.9
CS27853,Student 25854,Electrical,9.2,100.0,42.2,1,72.1
CS27854,Student 25855,Computer Science,9.6,73.9,52.7,0,64.6
CS27855,Student 25856,Electrical,8.1,81.8,98.6,2,80.5
CS27856,Student 25857,Civil,7.3,32.7,42.9,1,41.6
CS27857,Student 25858,Mechanical,7.8,81.6,45.4,0,61.9
CS27858,Student 25859,Mechanical,5.5,53.0,40.7,2,46.4
CS27859,Student 25860,Electrical,5.6,97.2,76.8,3,76.1
CS27860,Student 25861,Mechanical,6.1,38.3,94.7,2,57.9
CS27861,Student 25862,Mechanical,9.8,92.9,68.1,3,80.2
CS27862,Student 25863,Computer Science,7.5,88.3,33.0,0,60.2
CS27863,Student 25864,Civil,5.1,42.3,78.2,0,50.6
CS27864,Student 25865,Computer Science,9.5,70.1,61.0,3,68.3
CS27865,Student 25866,Computer Science,7.7,67.0,54.6,2,60.6
CS27866,Student 25867,Civil,5.9,59.1,53.4,0,51.5
CS27867,Student 25868,Computer Science,5.5,60.8,39.3,2,49.1
CS27868,Student 25869,Mechanical,9.9,88.5,30.0,1,65.2
CS27869,Student 25870,Computer Science,9.1,91.6,57.6,0,72.1
CS27870,Student 25871,Computer Science,10.0,48.3,67.1,0,59.5
CS27871,Student 25872,Mechanical,6.3,41.9,63.7,2,50.5
CS27872,Student 25873,Computer Science,5.5,49.7,76.4,0,53.8
CS27873,Student 25874,Civil,7.1,56.2,49.5,0,51.5
CS27874,Student 25875,Civil,7.1,57.9,44.3,0,50.7
CS27875,Student 25876,Civil,5.4,75.1,58.0,0,58.2
CS27876,Student 25877,Civil,8.7,63.9,95.1,3,74.5
CS27877,Student 25878,Electrical,6.2,62.2,75.9,1,61.1
CS27878,Student 25879,Civil,6.4,34.7,31.0,3,39.0
CS27879,Student 25880,Mechanical,5.0,40.3,71.3,1,48.5
CS27880,Student 25881,Electrical,7.3,75.2,97.6,0,74.0
CS27881,Student 25882,Electrical,9.4,43.9,51.9,2,53.9
CS27882,Student 25883,Civil,6.9,53.7,98.1,2,66.7
CS27883,Student 25884,Electrical,6.6,96.2,59.7,1,70.6
CS27884,Student 25885,Mechanical,6.9,80.3,49.6,0,60.8
CS27885,Student 25886,Electrical,5.1,64.7,42.9,3,52.0
CS27886,Student 25887,Civil,9.4,62.7,90.5,3,74.0
CS27887,Student 25888,Electrical,7.2,59.9,98.0,1,68.8
CS27888,Student 25889,Electrical,9.2,44.1,68.2,1,57.5
CS27889,Student 25890,Mechanical,5.0,34.5,30.0,2,34.8
CS27890,Student 25891,Civil,9.0,38.0,42.9,0,46.1
CS27891,Student 25892,Civil,5.1,68.0,50.3,1,53.5
CS27892,Student 25893,Mechanical,9.3,52.0,42.4,0,52.1
CS27893,Student 25894,Computer Science,6.0,47.0,90.1,1,58.8
CS27894,Student 25895,Mechanical,9.1,39.9,96.4,1,64.1
CS27895,Student 25896,Electrical,7.4,62.8,39.3,2,53.7
CS27896,Student 25897,Computer Science,8.0,69.6,82.7,0,68.7
CS27897,Student 25898,Electrical,5.5,35.0,55.9,2,43.8
CS27898,Student 25899,Mechanical,5.6,40.7,90.6,3,57.7
CS27899,Student 25900,Electrical,5.2,48.8,76.4,0,52.8
CS27900,Student 25901,Mechanical,8.6,30.1,83.1,1,55.2
CS27901,Student 25902,Mechanical,8.6,38.1,42.4,0,45.2
CS27902,Student 25903,Mechanical,7.5,62.2,91.6,1,68.4
CS27903,Student 25904,Mechanical,5.6,83.6,59.6,1,63.5
CS27904,Student 25905,Computer Science,6.3,63.8,84.9,2,65.6
CS27905,Student 25906,Mechanical,6.9,80.9,53.3,0,62.2
CS27906,Student 25907,Computer Science,6.1,97.4,42.5,2,65.9
CS27907,Student 25908,Mechanical,7.7,30.3,56.0,3,47.3
CS27908,Student 25909,Mechanical,8.1,84.0,67.5,0,70.0
CS27909,Student 25910,Computer Science,7.4,85.5,64.1,0,68.2
CS27910,Student 25911,Electrical,6.5,63.1,93.9,2,68.4
CS27911,Student 25912,Computer Science,8.3,98.3,76.6,3,81.9
CS27912,Student 25913,Mechanical,6.4,78.2,77.8,1,68.4
CS27913,Student 25914,Civil,6.5,42.1,48.8,3,47.5
CS27914,Student 25915,Mechanical,7.0,40.8,34.6,0,40.7
CS27915,Student 25916,Mechanical,9.3,34.5,42.3,2,47.1
CS27916,Student 25917,Mechanical,5.9,39.3,55.0,1,45.0
CS27917,Student 25918,Mechanical,7.7,39.0,58.2,1,49.5
CS27918,Student 25919,Civil,8.9,86.5,40.7,2,66.6
CS27919,Student 25920,Mechanical,8.1,72.7,96.8,0,74.3
CS27920,Student 25921,Computer Science,9.1,86.9,65.3,2,74.6
CS27921,Student 25922,Electrical,7.9,85.5,56.7,3,70.0
CS27922,Student 25923,Civil,6.2,73.5,67.7,0,62.1
CS27923,Student 25924,Electrical,7.0,57.0,88.6,2,65.4
CS27924,Student 25925,Civil,6.4,64.4,72.6,3,63.3
CS27925,Student 25926,Electrical,8.0,67.7,99.8,0,73.0
CS27926,Student 25927,Mechanical,5.2,77.1,67.5,2,63.5
CS27927,Student 25928,Electrical,9.4,90.7,46.0,3,71.9
CS27928,Student 25929,Electrical,9.4,30.7,41.8,0,43.6
CS27929,Student 25930,Civil,5.0,42.8,54.5,2,45.5
CS27930,Student 25931,Civil,8.5,87.8,99.7,2,84.0
CS27931,Student 25932,Civil,7.2,46.0,80.3,1,57.9
CS27932,Student 25933,Civil,6.5,88.5,89.4,3,78.2
CS27933,Student 25934,Computer Science,6.1,72.3,97.6,2,72.4
CS27934,Student 25935,Civil,9.0,93.2,89.2,1,83.0
CS27935,Student 25936,Civil,6.2,77.1,64.2,0,62.5
CS27936,Student 25937,Computer Science,8.8,59.6,60.1,3,62.5
CS27937,Student 25938,Electrical,8.5,96.0,57.6,1,73.7
CS27938,Student 25939,Electrical,7.8,55.9,31.3,2,49.4
CS27939,Student 25940,Mechanical,5.8,74.5,36.8,1,53.4
CS27940,Student 25941,Electrical,6.1,72.4,44.5,2,56.5
CS27941,Student 25942,Civil,9.2,44.6,96.7,3,68.2
CS27942,Student 25943,Computer Science,6.2,52.1,76.5,1,57.2
CS27943,Student 25944,Mechanical,5.3,77.6,57.9,0,59.0
CS27944,Student 25945,Electrical,5.9,60.7,78.1,1,60.5
CS27945,Student 25946,Electrical,6.6,95.7,79.4,0,75.3
CS27946,Student 25947,Mechanical,7.7,46.9,49.2,1,49.9
CS27947,Student 25948,Electrical,8.5,38.3,83.7,2,59.4
CS27948,Student 25949,Civil,9.9,93.4,48.9,3,74.8
CS27949,Student 25950,Electrical,5.3,55.5,63.3,0,51.8
CS27950,Student 25951,Mechanical,6.2,38.9,68.1,2,50.4
CS27951,Student 25952,Electrical,8.7,44.0,78.6,0,58.6
CS27952,Student 25953,Computer Science,8.3,92.6,80.2,1,78.7
CS27953,Student 25954,Civil,5.1,85.9,32.6,3,57.3
CS27954,Student 25955,Civil,8.0,99.8,30.3,0,65.0
CS27955,Student 25956,Electrical,5.8,49.9,99.8,2,63.5
CS27956,Student 25957,Electrical,6.0,95.4,42.7,1,64.0
CS27957,Student 25958,Electrical,6.0,35.1,74.7,2,50.5
CS27958,Student 25959,Civil,6.9,97.4,93.2,0,80.7
CS27959,Student 25960,Civil,9.3,77.4,76.1,2,74.4
CS27960,Student 25961,Mechanical,9.0,98.2,59.9,1,76.2
CS27961,Student 25962,Electrical,8.6,43.7,50.5,3,52.8
CS27962,Student 25963,Electrical,7.8,65.1,60.0,2,61.6
CS27963,Student 25964,Civil,9.8,46.4,46.6,1,53.1
CS27964,Student 25965,Civil,7.9,47.4,43.4,2,49.8
CS27965,Student 25966,Computer Science,5.5,97.8,52.3,3,68.8
CS27966,Student 25967,Computer Science,7.9,88.9,34.2,1,62.6
CS27967,Student 25968,Mechanical,6.7,42.7,74.2,0,52.7
CS27968,Student 25969,Mechanical,6.1,31.3,98.8,2,56.4
CS27969,Student 25970,Civil,6.9,49.9,53.7,2,51.9
CS27970,Student 25971,Electrical,6.3,36.7,70.9,3,51.6
CS27971,Student 25972,Mechanical,8.3,60.1,97.6,3,72.9
CS27972,Student 25973,Electrical,8.4,82.0,55.9,1,67.4
CS27973,Student 25974,Electrical,5.1,76.0,76.0,1,64.4
CS27974,Student 25975,Mechanical,9.3,78.5,95.7,0,78.7
CS27975,Student 25976,Computer Science,7.1,79.9,76.1,2,71.0
CS27976,Student 25977,Computer Science,9.4,38.4,54.4,1,51.5
CS27977,Student 25978,Mechanical,8.6,75.4,80.6,2,73.5
CS27978,Student 25979,Mechanical,8.5,47.4,43.8,1,50.1
CS27979,Student 25980,Civil,9.0,35.8,47.1,3,49.5
CS27980,Student 25981,Electrical,7.8,64.1,79.2,0,65.0
CS27981,Student 25982,Electrical,7.5,45.3,69.0,3,56.8
CS27982,Student 25983,Electrical,6.9,60.5,95.5,3,69.7
CS27983,Student 25984,Electrical,6.0,96.8,52.1,2,68.3
CS27984,Student 25985,Computer Science,6.7,40.1,59.3,3,50.2
CS27985,Student 25986,Mechanical,9.9,33.1,54.9,2,51.5
CS27986,Student 25987,Computer Science,9.3,96.0,94.0,1,86.2
CS27987,Student 25988,Civil,9.5,71.7,87.4,1,74.9
CS27988,Student 25989,Civil,5.9,35.4,97.0,2,57.1
CS27989,Student 25990,Mechanical,8.5,42.3,66.6,2,55.9
CS27990,Student 25991,Mechanical,7.2,66.6,76.6,3,67.0
CS27991,Student 25992,Civil,5.9,77.8,47.4,0,57.1
CS27992,Student 25993,Computer Science,6.6,85.9,47.0,0,61.7
CS27993,Student 25994,Mechanical,9.8,37.9,49.4,3,52.6
CS27994,Student 25995,Civil,9.2,68.3,67.9,1,67.1
CS27995,Student 25996,Computer Science,7.8,55.9,34.6,3,51.3
CS27996,Student 25997,Civil,8.4,41.2,37.0,3,47.4
CS27997,Student 25998,Computer Science,5.9,90.8,38.5,1,60.7
CS27998,Student 25999,Computer Science,5.7,71.6,55.5,1,57.7
CS27999,Student 26000,Mechanical,9.0,62.1,80.9,0,67.1
CS28000,Student 26001,Electrical,8.1,32.6,32.9,1,40.1
CS28001,Student 26002,Civil,7.7,81.5,45.4,0,61.6
CS28002,Student 26003,Mechanical,8.3,41.7,67.4,2,55.5
CS28003,Student 26004,Computer Science,7.9,68.0,46.3,3,59.9
CS28004,Student 26005,Computer Science,6.8,95.0,58.2,1,70.1
CS28005,Student 26006,Mechanical,9.1,83.2,36.3,3,65.4
CS28006,Student 26007,Mechanical,9.1,89.0,61.4,1,73.2
CS28007,Student 26008,Civil,8.0,50.1,32.2,3,48.7
CS28008,Student 26009,Civil,6.3,41.9,56.7,3,49.4
CS28009,Student 26010,Computer Science,8.0,48.3,79.1,0,59.0
CS28010,Student 26011,Electrical,9.8,62.9,94.7,0,73.2
CS28011,Student 26012,Computer Science,9.3,97.1,75.7,3,83.2
CS28012,Student 26013,Civil,5.6,46.3,83.8,1,55.9
CS28013,Student 26014,Electrical,9.7,97.1,92.3,1,86.9
CS28014,Student 26015,Mechanical,9.7,35.0,36.0,2,46.2
CS28015,Student 26016,Electrical,6.3,98.8,66.1,2,74.0
CS28016,Student 26017,Mechanical,6.6,55.0,45.0,1,49.7
CS28017,Student 26018,Civil,8.8,52.7,64.3,2,60.0
CS28018,Student 26019,Mechanical,8.1,63.0,50.3,1,57.5
CS28019,Student 26020,Civil,7.2,62.6,85.6,3,68.1
CS28020,Student 26021,Computer Science,5.2,94.9,48.7,2,65.0
CS28021,Student 26022,Mechanical,7.4,97.6,39.0,0,65.5
CS28022,Student 26023,Mechanical,6.6,97.4,80.3,0,76.3
CS28023,Student 26024,Electrical,9.4,35.1,62.7,1,52.7
CS28024,Student 26025,Electrical,5.9,33.5,98.7,2,56.8
CS28025,Student 26026,Electrical,8.3,86.5,55.2,1,68.8
CS28026,Student 26027,Electrical,5.3,93.0,89.0,2,76.5
CS28027,Student 26028,Mechanical,7.0,62.5,79.8,2,64.9
CS28028,Student 26029,Civil,8.9,84.6,66.4,0,71.6
CS28029,Student 26030,Mechanical,9.0,90.9,30.6,2,65.5
CS28030,Student 26031,Mechanical,9.2,89.1,94.6,0,82.4
CS28031,Student 26032,Civil,6.6,90.5,69.3,0,70.2
CS28032,Student 26033,Civil,9.9,94.9,40.9,3,73.0
CS28033,Student 26034,Civil,6.6,73.0,64.1,1,62.6
CS28034,Student 26035,Mechanical,6.8,65.9,98.9,0,69.6
CS28035,Student 26036,Mechanical,8.6,97.2,78.3,1,80.6
CS28036,Student 26037,Electrical,7.3,51.5,94.6,2,65.6
CS28037,Student 26038,Electrical,6.9,36.5,47.8,2,44.7
CS28038,Student 26039,Computer Science,9.0,49.1,81.7,1,63.2
CS28039,Student 26040,Computer Science,7.0,70.1,79.2,1,66.8
CS28040,Student 26041,Mechanical,7.8,65.9,83.9,1,68.1
CS28041,Student 26042,Electrical,6.9,43.5,78.5,2,56.8
CS28042,Student 26043,Electrical,9.4,55.3,74.1,2,65.1
CS28043,Student 26044,Mechanical,6.8,66.0,89.5,2,68.8
CS28044,Student 26045,Mechanical,10.0,88.5,62.4,2,76.1
CS28045,Student 26046,Civil,7.7,51.2,86.0,1,62.7
CS28046,Student 26047,Mechanical,5.4,36.0,68.4,1,46.7
CS28047,Student 26048,Computer Science,5.2,66.2,80.0,1,61.9
CS28048,Student 26049,Electrical,9.4,81.2,78.4,1,75.8
CS28049,Student 26050,Electrical,6.0,100.0,87.8,2,80.3
CS28050,Student 26051,Computer Science,7.7,74.8,78.9,3,72.0
CS28051,Student 26052,Civil,7.9,67.8,87.4,2,71.1
CS28052,Student 26053,Mechanical,8.7,62.0,52.4,1,58.9
CS28053,Student 26054,Electrical,5.9,40.0,82.5,0,52.5
CS28054,Student 26055,Civil,6.5,73.9,81.4,0,67.0
CS28055,Student 26056,Mechanical,9.8,93.8,84.2,2,84.4
CS28056,Student 26057,Civil,6.4,42.6,83.3,1,55.8
